Review_Text,Sentiment,tf_cluster
good hotel stay chennai near egmor railway station near central station good ambienc nice break fast clean peac also mm bar avail make even wonder,2,1
old construct hotel park facil avail hotel room given spaciou neat clean wi fi facil provid room amen provid room varieti food avail hotel food price reason hotel,2,1
stay famili trip u consul near locat regard rest facil ok,2,2
averag hotel basic facil local good good proxim lot import place food averag though improv hospit good peopl staff guid help,2,1
pleas improv hospit follow book told book done name provid detail took around min identifi book pleas maintain data happen,0,2
poor mainten food cost five star hotel good averag choos work u embassi servic ok ok meal cost bowl rice dal fri curri papad curd rasam sambar curri biriyani understand,1,2
room noth like advertis although bathroom clean blanket old breakfast decent limit wifi good staff friendli help stay purpos visa,1,2
nice food,2,0
nice good experi suggest other old hotel window ac fan provid give rate remodel way costli appear,2,2
best place go u consul take min reach food delici reason servic great need improv cleanli best place go u consul,2,0
know make trip guy advis low qualiti room without proper enquiri standard room worst ever stay everyth low qualiti higher cost,1,2
room averag one plug point time even train coach bathroom badli made shoddi food poor qualiti quantiti complimentari breakfast littl cold reason crystal resid exist consul close,2,2
prefer hotel sinc close u consul appoint visa one main servic expect brochur provis wifi unfortun one provid work stay two day end lot inconveni,2,2
great place stay visa interview biometr visa interview realli close food servic also pretti good posit room small shabbi ac regul bed averag loo badli kept depend serf purpos visa,2,2
good experi altogeth hotel near u consul offic comfort stay well would strongli recommend hotel well maintain manag courteou respond back food good term qualiti quantiti overal nice place stay,2,1
good locat hotel averag need improv servic special regard cleanli room spaciou execut one bed sheet old towel also mark,1,2
room old request altern room new first confirm hotel manag howev provid problem ac frequent get drip good thing locat hotel walkabl distanc u consul,1,2
first room given big rat room final chang told staff incid overal hotel ok price paid place close marina beach ttdc headquart main market plenti eateri nearbi,1,2
hotel locat narrow street enough space park vehicl signal mobil hotel fulli croudi environ ment poor custom servic receptioon suitabl famili men middl class peopl low cost,2,2
enough,2,2
locat hotel good went u consul interview consul near hotel travel min auto restaur near hotel casino theatr nearbi overal good stay budget friendli,2,1
good hotel prime locat cheap rate cab avail restaur market nearbi came chennai treatment book hotel doubl delux room inr night ye inr possibl makemytrip discount mmt wallet balanc regular price inr night room book makemytrip,2,2
overal valu money facil need done hotel manag light room rest room enough light work need replac bulb thing need done,2,2
locat good cleanli drawback find cockroach everywher room good air condit televis work fine staff friendli min drive chennai consul min chennai vac finger print overal experi good great valu money,2,2
hotel locat street far man road room servic poor room clean overal good room servic poor anoth well water provid room call time one warm water bottl came room,1,2
went chennai exam locat nice room full bedbug took ac room room full bedbug recept member good give prefer book onlin whole room averag,1,2
call hotel request late check ie next morn agre morn arriv said room avail contact mmt first execut told wait minut otherwis refund wait hour room contact mmt second execut arrogantli spoke blame hotel good even r,0,2
hotel locat good good recept alway readi take money room servic bad give water need other facil overal good busi hotel go busi trip,1,1
bad experi even though room good ask extra payment confirm room say vacanc say vacanc sent confirm mail state room confirm,0,2
still need provid basic facil,2,2
hate stay hotel staff neglig everi thing cheat u come cleanli rat run around hotel bedsheet clean bathroom horribl match pictur shown makemytrip take action hotel earli check charg r,0,2
ekdum bakwaa hotel room soggi full smell staff support even mobil network two day stay never got call mobil pleas avoid book hotel,0,2
hotel infest bedbug famili got bitten nasti creatur switch room wors first one manag inconsider u show bug bite deni insect room horribl place stay recommend anyon,0,2
great,2,0
one nice,2,0
comfort respons book thro,1,2
worst hotel stay experi book ac room gave u small non ac room charg ac room websit charg full book amount advanc bother entertain queri bad attitud,0,2
charg ac room gave non ac room ask contact expedia refund price differ,0,2
fan work great shower import thing brought plug mosquito killer problem mosquito,1,2
paid two day per day bathroom clean bucket mug bad didnt feel like touch anyway adjust two le day basic singl bedroom,1,2
nice hotel staff nice gentleman help way manner good,2,0
would recommend hotel anyon staff help room boy request job room quit clean comput avail recept custom use cctv place around area felt safe move around,2,2
bad experi room ok servic bad towel bathroom soap shampoo provid morn breakfast total wast four item respons person dine breakfast nearbi restaur servic poor breakfast basic amen respons recept overal bad experi,0,2
hot water water flow phone one worst room gave u staff total indiffer complaint courtesi book night check night stay better choic hotel price recommend anyon star rate hotel mislead pleas remov hotel websit shame,0,2
paid night th june th june stay singl day alreadi rais complaint make trip told make trip cse cancel cse say refund book anoth hotel near thoraipakkam worst room never seen life toilet worst unclean door lock privaci worst room servic worst front offic behaviour,0,2
hotel like ghost hous light ventil cockroach adequ free guest room found cat kitchen one bother drain water toilet take min ac lobbi advis delist hotel portfolio,0,2
